Client ID,Name,Legal Name,Start Date,Street #,Street Name,State,Zip,Lat,Lon,Accuracy,Category
1.99912E+11,Giant Eagle / Market District South Hills #14,Giant Eagle Inc,7/8/88,7000,Oxford Dr,PA,15102,40.347078,-80.046641,9,Supermarket
43711,Giant Eagle / Market District Waterworks #72,Giant Eagle Inc,9/24/87,910,Freeport Rd,PA,15238,40.488233,-79.893913,9,Supermarket
42973,Giant Eagle Express #5103,Giant Eagle Inc,5/2/07,2611,Freeport Rd,PA,15238,40.537858,-79.838724,9,Supermarket
2.00705E+11,Giant Eagle #18,Giant Eagle Makets Inc,1/13/11,1671,Butler Plank Rd,PA,15116,40.537733,-79.965145,9,Supermarket
2.01012E+11,Shop 'n Save / Gibsonia,GLS Supermarkets LLC,7/19/06,5375,Wm Flynn Hi,PA,15044,40.631549,-79.952845,3,Supermarket
2.00607E+11,GFS Marketplace,Gordon Food Service Inc,11/17/06,510,Clairton Blvd,PA,15236,40.333786,-79.947122,9,Supermarket
2.00611E+11,Gordon Food Service,Gordon Food Service Inc,11/15/06,3620,Wm Penn Hwy,PA,15146,40.431969,-79.800107,9,Supermarket
2.00611E+11,Shop 'n Save Penn Hills,Hartley Foods Holding Inc,5/31/91,2820,Universal Rd,PA,15235,40.475924,-79.78621,8,Supermarket
47108,Shop 'n Save,Hartley Holding Inc,12/2/99,2362,Golden Mile Hi,PA,15239,40.471465,-79.986641,8,Supermarket
1.99912E+11,Giant Eagle #697,Hickman Foods LLC,5/8/02,9001,Frankstown Rd,PA,15235,40.462692,-79.865275,9,Supermarket
2.00205E+11,Duquesne Save A Lot,Horizon Management Inc,2/17/11,9,Duquesne Pz,PA,15110,40.374756,-79.846986,9,Supermarket
2.01102E+11,Shop 'n Save,J & D Supermarkets LLC,2/22/06,799,Castle Shannon Bo,PA,15234,40.36758,-80.017161,3,Supermarket
2.00603E+11,Food Shoppe,J & J Gourmet LLC,5/5/83,5878,Northumberland St,PA,15217,40.441526,-79.920551,9,Supermarket
36498,Giant Eagle,Marckisotto Markets Inc,2/27/91,1705,S Braddock Ave,PA,15218,40.425705,-79.886584,9,Supermarket
46832,Shop 'n Save - Pines Plaza,Mihelic Foods Inc,10/19/88,1130,Perry Hi,PA,15237,40.401873,-77.019558,8,Supermarket
44108,Shop 'n Save / Glenshaw #212403,MJS Foods LLC,11/29/06,917,Butler St,PA,15116,40.51331,-79.950785,5,Supermarket
2.00612E+11,Shop 'n Save / Rochester,MJS Foods LLC,9/26/05,184,Rochester Rd,PA,15229,40.519816,-80.018098,9,Supermarket
2.0051E+11,Shop 'n Save / Shaler,North Allegheny Foods Inc,6/17/84,1620,Babcock Bo,PA,15209,40.497124,-79.969628,3,Supermarket
32725,Shop 'n Save / Century Square,Noss Enterprises,7/18/06,2381,Mountain View Dr,PA,15122,40.344781,-79.946778,9,Supermarket
2.00608E+11,Shop 'n Save / Noblestown #2412,Nossokoff Enterprise,3/10/06,2103,Noblestown Rd,PA,15205,40.430663,-80.051961,9,Supermarket
2.00603E+11,Shop 'n Save - Ross's Village,Olympia Park Plaza Shop N Save LLC,12/19/13,1886,Homeville Rd,PA,15122,40.373678,-79.873734,5,Supermarket
2.01312E+11,Kuhn's Market,Quality Foods Corp,6/1/82,1130,Highwood St,PA,15212,40.468566,-80.02666,9,Supermarket
35347,Kuhn's Market,Quality Foods Corp,6/17/84,661,Lincoln Ave,PA,15202,40.497135,-80.060313,9,Supermarket
36519,Kuhn's Market #4,Quality Foods Corp,10/5/84,3125,Banksville Rd,PA,15216,40.399677,-80.043413,9,Supermarket
38483,Kuhn's Market,Quality Foods Corporation,12/2/15,2412,Ferguson Rd,PA,15101,40.554967,-79.972178,9,Supermarket
2.01512E+11,Shop 'n Save,Rajel's Foods LLC,8/11/14,5001,Library Rd,PA,15102,40.341084,-80.024743,9,Supermarket
2.01408E+11,Shop 'n Save - Wilkins Twp,Rojels Foods LLC,8/17/14,3335,Wm Penn Hi,PA,15235,40.43292,-79.817603,9,Supermarket
2.01408E+11,Shop 'n Save #0212404 Imperial,Rojels Foods LLC,2/21/06,600,Market Place Dr,PA,15071,40.440192,-80.241214,9,Supermarket
2.00602E+11,Giant Eagle #646,Romark Foods Inc,8/1/96,51,Walsh Rd,PA,15205,40.440451,-80.072306,9,Supermarket
55556,Shop 'n Save - Hill District,Ross's Market LLC,10/17/13,1850,Centre Av,PA,15219,40.442146,-79.981719,9,Supermarket
2.0131E+11,Sam's Club #4952,Sam's East Inc,1/25/06,2000,Village Center Dr,PA,15084,40.565722,-79.803982,9,Supermarket
2.00601E+11,Sam's Club #6575,Sam's East Inc,10/7/96,249,Summit Park Dr,PA,15275,40.449585,-80.177954,9,Supermarket
55897,Sam's Club #6677,Sam's East Inc,2/7/94,3621,Wm Penn Hwy,PA,15146,40.436431,-79.799629,9,Supermarket
51243,Sam's Club #6678,Sam's East Inc,5/25/06,289,Mt Nebo Pointe Dr,PA,15237,40.534232,-80.067889,9,Supermarket
2.00606E+11,Sam's Club #6679,Sam's East Inc,7/29/04,2251,Century Dr,PA,15122,40.343793,-79.949018,9,Supermarket
2.00408E+11,Save A Lot,Scozio Foods LLC,12/10/98,4313,Walnut St,PA,15132,40.321825,-79.834567,9,Supermarket
57873,Giant Eagle Store #600,Scozio Supermarkets Inc,5/19/94,2001,Lincoln Wa,PA,15131,40.337364,-79.805396,9,Supermarket
51792,Giant Eagle #641,Seven-Z Ent Inc,11/1/86,1025,Washington Pike,PA,15017,40.367163,-80.110119,9,Supermarket
42635,Wilkinsburg Save A Lot,Shay & Tay Inc,2/21/07,725,Ross St,PA,15221,40.442803,-79.884174,9,Supermarket
2.00702E+11,Shop 'n Save / Brownsville Road,Shop N Save,6/18/84,1119,Brownsville Rd,PA,15210,40.404781,-79.990531,8,Supermarket
38008,Shop 'n Save,Shop N' Save,9/13/06,4313,Walnut St,PA,15132,40.321825,-79.834567,9,Supermarket
2.00609E+11,Shop 'n Save / Heidelberg,Sorbara & Son LP,8/28/06,2100,Washington Pi,PA,15106,40.173242,-80.24199,9,Supermarket
2.00608E+11,Giant Eagle #1691,Super 8 Corp,10/7/92,400,Northtowne Sq,PA,15044,40.636471,-79.941762,9,Supermarket
49211,Shop 'n Save,Super Dollar #62205,1/1/70,4647,Buttermilk Hollow Rd,PA,15122,40.361016,-79.906553,9,Supermarket
35607,Target #2757,Target,8/24/11,6231,Penn Av,PA,15206,40.460909,-79.921909,9,Supermarket
2.01106E+11,Target #2787,Target Stores,2/7/13,201,South Hills Village,PA,15241,40.340135,-80.054802,8,Supermarket
2.01302E+11,Shop 'n Save / Russellton,Thomas Beter Inc,1/1/80,908,Little Deer Creek Valley Rd,PA,15076,40.60823,-79.833146,9,Supermarket
25315,Trader Joe's #624,Trader Joe's,3/13/15,9020,Covenant Av,PA,15237,40.570437,-80.022243,9,Supermarket
2.01503E+11,Trader Joe's #638,Trader Joe's Co,10/16/06,6343,Penn Ave,PA,15206,40.459303,-79.919178,9,Supermarket
2.0061E+11,Trader Joe's #630,Trader Joe's East Inc,10/14/11,1630,Washington Rd. Ste 1,PA,15228,40.351139,-80.051011,9,Supermarket
2.0111E+11,Giant Eagle #695,Verona Foods Inc,8/29/91,200,Allegheny River Bo,PA,15147,40.498933,-79.818468,3,Supermarket
47614,Wal-Mart Super Center #2281,Wal-Mart Stores Inc,8/7/03,2351,Century Dr,PA,15122,40.341762,-79.946461,9,Supermarket
2.00308E+11,Wal-Mart Super Center #2300,Wal-Mart Stores Inc,10/24/96,250,Summit Park Dr,PA,15275,40.447712,-80.176111,9,Supermarket
55920,Wal-Mart Super Center #2588,Wal-Mart Stores Inc,1/25/99,100,Wal-Mart Dr,PA,15137,40.38722,-79.8247,9,Supermarket
1.99901E+11,Wal-Mart Super Center #3738,Wal-Mart Stores Inc,2/21/08,4015,Freeport Rd,PA,15065,40.646955,-79.713092,9,Supermarket
2.00802E+11,Wal-Mart Super Center #3838,Wal-Mart Stores Inc,1/19/06,2010,Village Center Dr,PA,15084,40.564069,-79.804052,9,Supermarket
2.00601E+11,Whole Foods Market #53,Whole Foods Market Group Inc,9/27/02,5880,Centre Ave,PA,15206,40.45852,-79.928707,9,Supermarket
2.0021E+11,Whole Foods Wexford #10377,Whole Foods Market Inc,3/28/12,10576,Perry Hi,PA,15090,40.39721,-77.025796,5,Supermarket
2.01203E+11,Giant Eagle Market #616,,11/4/03,600,Brentwood Towne Sq,PA,15227,40.366498,-79.9829,9,Supermarket
2.00311E+11,Save A Lot Crafton,,6/1/04,,Crafton Ingram Shopping Center @ Foster Ave,PA,15205,40.44177,-80.087015,3,Supermarket
2.00406E+11,Shop 'n Save McKeesport,,6/30/97,815,5th Ave,PA,15132,40.352,-79.856045,9,Supermarket
56556,The Uncommon Market,C P Food Store Inc,11/21/91,1798,Highland Rd,PA,15241,40.348876,-80.052248,9,Supermarket
47923,Market Outlet,Great Buys Inc,12/30/10,1700,Penn Av,PA,15222,40.4497,-79.985758,9,Supermarket
2.01101E+11,Karibu International Market LLC,Karibu Internation Market LLC,10/28/14,2740,Saw Mill Run Bo,PA,15227,40.378296,-79.991494,9,Supermarket
2.0141E+11,South Hills IGA,Kutscher Inc,12/1/06,649,Old Clairton Rd,PA,15236,40.324262,-79.956892,9,Supermarket
2.00612E+11,Leonard Labriola's Italian Market,Labriola Italian Stores Inc,7/23/04,4039,Monroeville Blvd,PA,15146,40.43557,-79.768914,9,Supermarket
2.00407E+11,Lamperts Deli Express,Lamperts Food Market Inc,11/21/12,2010,Eden Park Bo,PA,15132,40.34505,-79.84648,3,Supermarket
2.01211E+11,Las Palmas,"Las Palmas, LLC",12/8/09,700,Brookline Blvd,PA,15226,40.394595,-80.021685,9,Supermarket
2.00912E+11,Leonard Labriola's Italian Store,Leonard Labriola's Italian Stores LLC,8/26/10,112,Northgate Dr,PA,15086,40.650509,-80.078238,9,Supermarket
2.01009E+11,Shursave,Lix Superpark Inc #3,6/1/84,4401,Liberty Av,PA,15224,40.463648,-79.952803,8,Supermarket
38101,Groceria Italiano,Madonna Teresa Corp,8/21/98,237,Cedarville St,PA,15224,40.46186,-79.948546,9,Supermarket
57626,Market on Broadway IGA / Las Palmas,"Market on Broadway IGA / Las Palmas, Inc",7/15/13,1616,Broadway Ave,PA,15216,40.410007,-80.024988,9,Supermarket
2.01312E+11,Market on Forbes IGA,Market on Forbes Inc,8/11/08,3609,Forbes Ave / 2nd Fl,PA,15213,40.440974,-79.958169,9,Supermarket
2.00808E+11,McGinnis Sisters Market,McGinnis Food Ctr Inc,9/21/95,4311,Northern Pike,PA,15146,40.435043,-79.753389,9,Supermarket
54350,McGinnis Sisters Market,McGinnis Food Ctr Inc,2/29/96,3825,Saw Mill Run Blvd,PA,15227,40.369718,-79.98215,9,Supermarket
54797,Murray Avenue Kosher,Murray Avenue Kosher Inc,12/11/96,1916,Murray Ave,PA,15217,40.435463,-79.923124,9,Supermarket
56065,Oriental Market,Oriental Market LLC,1/19/11,4768,Mcknight Rd,PA,15237,40.519802,-80.004493,9,Supermarket
2.01101E+11,Pakeeza,Pakeeza Inc,2/27/13,4411,Old Wm Penn Hi,PA,15146,40.445986,-79.764292,9,Supermarket
2.01303E+11,Robert Wholey Co,Robert Wholey Co Inc,12/16/92,1711,Penn Av,PA,15222,40.450111,-79.985875,9,Supermarket
1795,T-Bones,T-Bones Inc,5/4/85,100,Vip Dr / Suite #101,PA,15090,40.616651,-80.09284,9,Supermarket
39139,The Fresh Market,The Fresh Market Inc.,7/3/13,1551,Washington Rd,PA,15228,40.355489,-80.050351,8,Supermarket
2.01306E+11,Two Louie's Market,Two Louie's Market Inc,4/21/08,1233,Penn Av,PA,15222,40.446442,-79.991746,9,Supermarket
2.00804E+11,WFH / Wing Fat Hong Oriental Food Market,WFH Market LLC,11/20/14,2306,Penn Av,PA,15222,40.452797,-79.981077,9,Supermarket
2.01411E+11,Bombay Market,,1/5/15,4605,Centre Av,PA,15213,40.452129,-79.951792,9,Supermarket
2.01501E+11,Brownsville Food & Drinks,,6/19/15,1810,Brownsville Rd,PA,15210,40.396851,-79.988112,9,Supermarket
2.01506E+11,Community Super Market,,1/1/70,1117,Milltown Rd,PA,15147,40.498635,-79.790045,8,Supermarket
262,Coraopolis Cash Market,,10/1/52,1017,4th Ave,PA,15108,40.518306,-80.162798,9,Supermarket
34765,Gorkhali Store,,5/19/14,2116,Brownsville Rd,PA,15210,40.392709,-79.987056,9,Supermarket
2.01406E+11,Patsy's Market,,8/16/00,483,Center Av,PA,15147,40.50669,-79.839699,9,Supermarket
2.00008E+11,Safrans Market,,6/17/84,429,Walnut St,PA,15143,40.541022,-80.182322,9,Supermarket
30265,Subha Laxmi Grocery,,5/21/14,2950,Brownsville Rd,PA,15227,40.381398,-79.976585,9,Supermarket
2.01406E+11,Community Market,,11/7/02,1710,Pacific Av,PA,15065,40.623319,-79.723879,8,Supermarket
2.00211E+11,GFS Marketplace,,10/14/07,1,Urbano Wa,PA,15205,40.44177,-80.087015,3,Supermarket
2.0071E+11,Leonard Labriola Foods,,4/1/69,121,Hulton Rd,PA,15147,40.484477,-79.81999,9,Supermarket
253,Aldi #69,Aldi Inc,11/5/07,8000,Mcknight Rd,PA,15237,40.551152,-80.021213,9,Supermarket
2.00711E+11,Aldi #77,Aldi Inc,10/6/11,11800,Perry Hi,PA,15090,40.39721,-77.025796,5,Supermarket
2.0111E+11,Aldi #79,Aldi Inc,10/23/12,2628,Carson St,PA,15203,40.426914,-79.96753,9,Supermarket
2.0121E+11,Aldi #80,Aldi Inc,5/8/13,5631,Baum Blvd,PA,15213,40.458291,-79.935066,9,Supermarket
2.01304E+11,Wal-Mart #2603,Wal-Mart Stores Inc,1/14/00,300,Wal-Mart Dr,PA,15044,40.623006,-79.946578,9,Supermarket
2.00001E+11,Wal-Mart #5040,Wal-Mart Stores Inc,2/19/08,2200,Washington Pi,PA,15106,40.173242,-80.24199,9,Supermarket
2.00802E+11,Wal-Mart #5339,Wal-Mart Stores Inc,10/20/03,877,Freeport Rd,PA,15238,40.488181,-79.888875,9,Supermarket
2.0031E+11,,,,,,,,,,,
